Estado,SKU,Nome,PV,Preço Consumidor,25%,35%,42%,50%,Origem_Aba
AL,67,1417 Herbalife24 Hours Tri-Core Protein Blend Chocolate,"46,80","467,00","377,58","348,34","327,87","304,47",AL(1)
AL,51,0931 Nutri Soup Creme Verde,"25,75","246,00","184,25","168,17","156,92","144,05",AL(1)
AL,59,148K BCAA 5:1:1,"25,85","264,00","200,49","186,94","177,45","166,61",AL(1)
AL,45,496K Fiber Concentrate Uva,"20,30","206,00","145,09","132,43","123,57","113,44",AL(1)
AL,498K,Fiber Concentrate Manga,"20,30","206,00","145,09","132,43","123,57","113,44",AL(1)
AL,59,059K Herbal Concentrate Original 102g,"37,60","364,00","269,84","245,99","229,29","210,21",AL(1)
AL,59,0065 Herbalifeline,"27,70","281,00","209,59","191,30","178,49","163,86",AL(1)
AL,92,3122 Multivitaminas e Minerais,"10,75","122,00","88,38","80,67","75,27","69,10",AL(1)
AL,a,0411 Sabonete em Barra Soft Green Chá Verde,"2,05","21,00","11,46","10,69","10,15","9,53",AL(1)
AL,65,0431 Creme Hidratante Soft Green Chá Verde,"8,20","82,00","52,63","49,35","47,05","44,43",AL(1)
AL,42,0766 Cleanser Facial Cítrico 150ml,"13,70","182,00","106,30","98,69","93,36","87,27",AL(1)
AL,37,0770 Gel Firmador para os Olhos 15ml,"21,70","282,00","164,33","152,20","143,71","134,00",AL(1)
AL,18,0773 Máscara Purificante de Argila 120ml,"13,80","185,00","108,35","100,56","95,10","88,87",AL(1)
AL,44,0768 Sérum Facial Redutor de linhas 30ml,"30,90","397,00","231,60","214,58","202,67","189,05",AL(1)
AL,12,0408 Sabonete Líquido para as mãos Soft Green Chá Verde,"7,20","71,00","50,63","47,23","44,85","42,14",AL(1)
AL,85,0563 Desodorante Soft Green Chá Verde,"2,70","30,00","18,46","17,31","16,51","15,59",AL(1)
AP,a,534K Protein Ice Cream (Gelato Proteico) Sabor Chocolate,"59,80","473,00","367,58","326,19","297,21","264,10",AP(1)
AP,42,535K Protein Ice Cream (Gelato Proteico) Sabor Baunilha,"59,80","473,00","367,58","326,19","297,21","264,10",AP(1)
AP,42,447K Shake Pistache,"25,75","246,00","184,56","163,78","149,23","132,60",AP(1)
AP,15,249K Shake Frapê de Abacaxi,"25,75","246,00","184,56","163,78","149,23","132,60",AP(1)
AP,15,295K Shake Cookies & Cream,"25,75","246,00","184,56","163,78","149,23","132,60",AP(1)
AP,15,023K Shake Café Cremoso,"25,75","246,00","184,56","163,78","149,23","132,60",AP(1)
AP,15,0940 Shake Doce De Leite,"25,75","246,00","184,56","163,78","149,23","132,60",AP(1)
AP,15,3144 Shake Chocolate Sensation,"25,75","246,00","184,56","163,78","149,23","132,60",AP(1)
AP,15,0951 Shake Baunilha Cremoso,"25,75","246,00","184,56","163,78","149,23","132,60",AP(1)
AP,15,0953 Shake Morango Cremoso,"25,75","246,00","184,56","163,78","149,23","132,60",AP(1)
AP,15,326K Shake Banana Caramelizada,"25,75","246,00","184,56","163,78","149,23","132,60",AP(1)
AP,15,439K Shake Torta de Limão,"25,75","246,00","184,56","163,78","149,23","132,60",AP(1)
AP,15,0930 Shake Coco,"25,75","246,00","184,56","163,78","149,23","132,60",AP(1)
AP,15,2122 Shake Doce de Leite Embalagem Econômica,"102,00","786,00","626,38","555,85","506,47","450,05",AP(1)
AP,41,387K Shake Chocolate Sensation Embalagem Econômica,"96,90","786,00","595,27","528,24","481,32","427,69",AP(1)
AP,41,2129 Shake Baunilha Cremoso Embalagem Econômica,"102,00","786,00","626,38","555,85","506,47","450,05",AP(1)
AP,41,1446 Shake Morango Cremoso Embalagem Econômica,"102,00","786,00","626,38","555,85","506,47","450,05",AP(1)
AP,41,1445 CR7 Drive,"26,75","243,00","193,38","174,96","162,06","147,32",AP(1)
AP,51,0948 Shake Sachê Baunilha Cremoso (caixa com 7 sachês),"9,55","87,00","65,92","59,42","54,87","49,67",AP(1)
AP,20,0020 Xtra-Cal,"11,00","109,00","79,58","70,62","64,35","57,18",AP(1)
AP,20,448K Sopa Instantânea (Frango com Legumes),"9,35","87,00","65,59","60,00","56,09","51,62",AP(1)
AP,52,445K Sopa Instantânea (Creme de Cebola),"9,35","87,00","65,59","60,00","56,09","51,62",AP(1)
AP,52,190K Liftoff sabor Amora Intenso,"20,20","196,00","147,51","133,17","123,13","111,66",AP(1)
AP,53,371K Liftoff sabor Abacaxi,"20,20","196,00","147,51","133,17","123,13","111,66",AP(1)
AP,53,317K Liftoff sabor Limão Siciliano,"20,20","196,00","147,51","133,17","123,13","111,66",AP(1)
AP,53,060K Herbal Concentrate Original 51g,"21,45","222,00","165,27","146,66","133,63","118,75",AP(1)
AP,54,057K N-R-G Original 100g,"24,45","252,00","180,85","160,49","146,23","129,94",AP(1)
AP,31,0031 Barras de Proteína Limão Citrus (7 barras por caixa),"10,40","110,00","90,28","84,26","80,05","75,24",AP(1)
AP,23,214K Barras de Proteína Vanilla Almond (7 Barras por Caixa),"10,40","110,00","90,28","84,26","80,05","75,24",AP(1)
AP,23,325K Creatina Premium 150g,"18,45","181,00","140,54","126,59","116,82","105,65",AP(1)
AP,73,318K Shape Control,"35,35","338,00","258,74","229,60","209,21","185,90",AP(1)
AP,26,1923 Beauty Booster Frutas Vermelhas,"27,80","301,00","230,13","204,22","186,08","165,35",AP(1)
AP,95,395K Nutri Soup Frango Com Legumes,"25,75","246,00","184,56","163,78","149,23","132,60",AP(1)
AP,15,058K N-R-G Original 60g,"15,85","159,00","119,93","106,42","96,97","86,17",AP(1)
AP,44,056K N-R-G Guaraná Tropical 100g,"24,45","252,00","180,85","160,49","146,23","129,94",AP(1)
AP,31,0246 Pó de Proteína 480g,"39,25","401,00","303,24","269,09","245,18","217,87",AP(1)
AP,55,062K Herbal Concentrate Laranja e Especiarias 102g,"37,60","364,00","273,79","242,96","221,37","196,71",AP(1)
AP,23,306B NutreV pack 10 unidades,"80,90","790,00","537,66","507,49","486,37","462,23",AP(1)
AP,71,1639 NutreV,"7,40","79,00","66,58","62,53","59,70","56,47",AP(1)
AP,63,497K Fiber Concentrate Immune Limão e Mel,"20,30","206,00","145,34","128,97","117,52","104,43",AP(1)
AP,14,040K Protein Crunch,"12,30","112,00","87,23","77,41","70,54","62,68",AP(1)
AP,10,146K Glutamina,"9,10","80,00","61,68","56,24","52,43","48,08",AP(1)
AP,28,0242 Pó de Proteína 240g,"19,30","221,00","163,99","145,52","132,60","117,83",AP(1)
AP,11,004K Herbal Concentrate Original Embalagem Econômica,"138,05","1072,00","854,95","758,68","691,29","614,27",AP(1)
AP,45,063K Herbal Concentrate Limão 51g,"21,45","222,00","165,27","146,66","133,63","118,75",AP(1)
AP,54,0927 Fiber Powder,"24,65","243,00","185,26","164,40","149,80","133,11",AP(1)
AP,40,191K Whey Protein sabor Baunilha,"24,55","256,00","194,15","177,58","165,99","152,74",AP(1)
AP,22,061K Herbal Concentrate Canela 102g,"37,60","364,00","273,79","242,96","221,37","196,71",AP(1)
AP,23,003K N-R-G Guaraná Tropical Embalagem Econômica,"84,80","668,00","532,26","472,33","430,37","382,42",AP(1)
AP,51,147K Whey Protein 3W,"24,55","256,00","194,15","177,58","165,99","152,74",AP(1)
AP,22,223K OnActive Drink,"19,45","176,00","136,12","122,90","113,64","103,06",AP(1)
AP,30,1417 Herbalife24 Hours Tri-Core Protein Blend Chocolate,"46,80","467,00","371,09","334,02","308,07","278,41",AP(1)
AP,95,0931 Nutri Soup Creme Verde,"25,75","246,00","184,56","163,78","149,23","132,60",AP(1)
AP,15,148K BCAA 5:1:1,"25,85","264,00","200,83","183,31","171,05","157,04",AP(1)
AP,07,496K Fiber Concentrate Uva,"20,30","206,00","145,34","128,97","117,52","104,43",AP(1)
AP,498K,Fiber Concentrate Manga,"20,30","206,00","145,34","128,97","117,52","104,43",AP(1)
AP,14,059K Herbal Concentrate Original 102g,"37,60","364,00","273,79","242,96","221,37","196,71",AP(1)
AP,23,0065 Herbalifeline,"27,70","281,00","205,98","182,79","166,55","148,00",AP(1)
AP,34,3122 Multivitaminas e Minerais,"10,75","122,00","86,86","77,08","70,23","62,41",AP(1)
AP,a,0411 Sabonete em Barra Soft Green Chá Verde,"2,05","21,00","10,69","9,77","9,13","8,40",AP(1)
AP,10,0431 Creme Hidratante Soft Green Chá Verde,"8,20","82,00","55,40","50,67","47,36","43,57",AP(1)
AP,31,0766 Cleanser Facial Cítrico 150ml,"13,70","182,00","106,90","96,43","89,10","80,73",AP(1)
AP,89,0770 Gel Firmador para os Olhos 15ml,"21,70","282,00","165,26","148,57","136,89","123,54",AP(1)
AP,69,0773 Máscara Purificante de Argila 120ml,"13,80","185,00","108,97","98,24","90,74","82,16",AP(1)
AP,95,0768 Sérum Facial Redutor de linhas 30ml,"30,90","397,00","232,91","209,50","193,11","174,38",AP(1)
AP,64,0408 Sabonete Líquido para as mãos Soft Green Chá Verde,"7,20","71,00","50,87","46,52","43,48","40,00",AP(1)
AP,56,0563 Desodorante Soft Green Chá Verde,"2,70","30,00","19,43","17,78","16,62","15,30",AP(1)
AM,a,534K Protein Ice Cream (Gelato Proteico) Sabor Chocolate,"59,80","473,00","391,05","347,01","316,18","280,95",AM(1)
AM,70,535K Protein Ice Cream (Gelato Proteico) Sabor Baunilha,"59,80","473,00","391,05","347,01","316,18","280,95",AM(1)
AM,70,447K Shake Pistache,"25,75","246,00","196,34","174,23","158,76","141,07",AM(1)
AM,48,249K Shake Frapê de Abacaxi,"25,75","246,00","196,34","174,23","158,76","141,07",AM(1)
AM,48,295K Shake Cookies & Cream,"25,75","246,00","196,34","174,23","158,76","141,07",AM(1)
AM,48,023K Shake Café Cremoso,"25,75","246,00","196,34","174,23","158,76","141,07",AM(1)
AM,48,0940 Shake Doce De Leite,"25,75","246,00","196,34","174,23","158,76","141,07",AM(1)
AM,48,3144 Shake Chocolate Sensation,"25,75","246,00","196,34","174,23","158,76","141,07",AM(1)
AM,48,0951 Shake Baunilha Cremoso,"25,75","246,00","196,34","174,23","158,76","141,07",AM(1)
AM,48,0953 Shake Morango Cremoso,"25,75","246,00","196,34","174,23","158,76","141,07",AM(1)
AM,48,326K Shake Banana Caramelizada,"25,75","246,00","196,34","174,23","158,76","141,07",AM(1)
AM,48,439K Shake Torta de Limão,"25,75","246,00","196,34","174,23","158,76","141,07",AM(1)
AM,48,0930 Shake Coco,"25,75","246,00","196,34","174,23","158,76","141,07",AM(1)
AM,48,2122 Shake Doce de Leite Embalagem Econômica,"102,00","786,00","666,36","591,33","538,80","478,77",AM(1)
AM,69,387K Shake Chocolate Sensation Embalagem Econômica,"96,90","786,00","633,26","561,95","512,04","454,99",AM(1)
AM,70,2129 Shake Baunilha Cremoso Embalagem Econômica,"102,00","786,00","666,36","591,33","538,80","478,77",AM(1)
AM,69,1446 Shake Morango Cremoso Embalagem Econômica,"102,00","786,00","666,36","591,33","538,80","478,77",AM(1)
AM,69,1445 CR7 Drive,"26,75","243,00","211,99","191,79","177,65","161,50",AM(1)
AM,04,0948 Shake Sachê Baunilha Cremoso (caixa com 7 sachês),"9,55","87,00","70,13","63,21","58,37","52,84",AM(1)
AM,53,0020 Xtra-Cal,"11,00","109,00","86,29","76,57","69,77","62,00",AM(1)
AM,64,448K Sopa Instantânea (Frango com Legumes),"9,35","87,00","69,78","63,83","59,67","54,92",AM(1)
AM,87,445K Sopa Instantânea (Creme de Cebola),"9,35","87,00","69,78","63,83","59,67","54,92",AM(1)
AM,87,190K Liftoff sabor Amora Intenso,"20,20","196,00","159,94","144,39","133,51","121,07",AM(1)
AM,99,371K Liftoff sabor Abacaxi,"20,20","196,00","159,94","144,39","133,51","121,07",AM(1)
AM,99,317K Liftoff sabor Limão Siciliano,"20,20","196,00","159,94","144,39","133,51","121,07",AM(1)
AM,99,060K Herbal Concentrate Original 51g,"21,45","222,00","175,82","156,02","142,16","126,33",AM(1)
AM,89,057K N-R-G Original 100g,"24,45","252,00","192,40","170,73","155,57","138,23",AM(1)
AM,65,0031 Barras de Proteína Limão Citrus (7 barras por caixa),"10,40","110,00","98,35","91,79","87,21","81,96",AM(1)
AM,88,214K Barras de Proteína Vanilla Almond (7 Barras por Caixa),"10,40","110,00","98,35","91,79","87,21","81,96",AM(1)
AM,88,325K Creatina Premium 150g,"18,45","181,00","149,52","134,67","124,27","112,39",AM(1)
AM,09,318K Shape Control,"35,35","338,00","275,25","244,26","222,56","197,77",AM(1)
AM,59,1923 Beauty Booster Frutas Vermelhas,"27,80","301,00","244,82","217,25","197,96","175,90",AM(1)
AM,33,395K Nutri Soup Frango Com Legumes,"25,75","246,00","196,34","174,23","158,76","141,07",AM(1)
AM,48,058K N-R-G Original 60g,"15,85","159,00","127,58","113,22","103,16","91,67",AM(1)
AM,78,056K N-R-G Guaraná Tropical 100g,"24,45","252,00","192,40","170,73","155,57","138,23",AM(1)
AM,65,0246 Pó de Proteína 480g,"39,25","401,00","322,59","286,26","260,83","231,77",AM(1)
AM,91,062K Herbal Concentrate Laranja e Especiarias 102g,"37,60","364,00","291,26","258,46","235,50","209,27",AM(1)
AM,57,306B NutreV pack 10 unidades,"80,90","790,00","571,97","539,88","517,41","491,73",AM(1)
AM,08,1639 NutreV,"7,40","79,00","70,83","66,53","63,52","60,08",AM(1)
AM,12,497K Fiber Concentrate Immune Limão e Mel,"20,30","206,00","154,61","137,20","125,02","111,09",AM(1)
AM,47,040K Protein Crunch,"12,30","112,00","92,80","82,35","75,04","66,68",AM(1)
AM,42,146K Glutamina,"9,10","80,00","65,62","59,83","55,78","51,15",AM(1)
AM,62,0242 Pó de Proteína 240g,"19,30","221,00","174,45","154,81","141,06","125,35",AM(1)
AM,49,004K Herbal Concentrate Original Embalagem Econômica,"138,05","1072,00","909,53","807,11","735,41","653,48",AM(1)
AM,73,063K Herbal Concentrate Limão 51g,"21,45","222,00","175,82","156,02","142,16","126,33",AM(1)
AM,89,0927 Fiber Powder,"24,65","243,00","197,08","174,89","159,36","141,61",AM(1)
AM,74,191K Whey Protein sabor Baunilha,"24,55","256,00","206,54","188,92","176,58","162,48",AM(1)
AM,62,061K Herbal Concentrate Canela 102g,"37,60","364,00","291,26","258,46","235,50","209,27",AM(1)
AM,57,003K N-R-G Guaraná Tropical Embalagem Econômica,"84,80","668,00","566,23","502,47","457,84","406,83",AM(1)
AM,80,147K Whey Protein 3W,"24,55","256,00","206,54","188,92","176,58","162,48",AM(1)
AM,62,223K OnActive Drink,"19,45","176,00","144,81","130,74","120,89","109,64",AM(1)
AM,64,1417 Herbalife24 Hours Tri-Core Protein Blend Chocolate,"46,80","467,00","404,25","363,87","335,60","303,29",AM(1)
AM,48,0931 Nutri Soup Creme Verde,"25,75","246,00","196,34","174,23","158,76","141,07",AM(1)
AM,48,148K BCAA 5:1:1,"25,85","264,00","213,64","195,01","181,97","167,06",AM(1)
AM,46,496K Fiber Concentrate Uva,"20,30","206,00","154,61","137,20","125,02","111,09",AM(1)
AM,498K,Fiber Concentrate Manga,"20,30","206,00","154,61","137,20","125,02","111,09",AM(1)
AM,47,059K Herbal Concentrate Original 102g,"37,60","364,00","291,26","258,46","235,50","209,27",AM(1)
AM,57,0065 Herbalifeline,"27,70","281,00","223,34","198,19","180,59","160,47",AM(1)
AM,79,3122 Multivitaminas e Minerais,"10,75","122,00","94,18","83,58","76,15","67,67",AM(1)
AM,a,0411 Sabonete em Barra Soft Green Chá Verde,"2,05","21,00","12,37","11,31","10,57","9,72",AM(1)
AM,74,0431 Creme Hidratante Soft Green Chá Verde,"8,20","82,00","52,83","48,32","45,16","41,55",AM(1)
AM,07,0766 Cleanser Facial Cítrico 150ml,"13,70","182,00","108,71","98,07","90,61","82,10",AM(1)
AM,99,0770 Gel Firmador para os Olhos 15ml,"21,70","282,00","168,06","151,09","139,21","125,63",AM(1)
AM,79,0773 Máscara Purificante de Argila 120ml,"13,80","185,00","110,81","99,91","92,27","83,55",AM(1)
AM,05,0768 Sérum Facial Redutor de linhas 30ml,"30,90","397,00","236,86","213,05","196,38","177,33",AM(1)
AM,74,0408 Sabonete Líquido para as mãos Soft Green Chá Verde,"7,20","71,00","54,64","49,97","46,71","42,97",AM(1)
AM,97,0563 Desodorante Soft Green Chá Verde,"2,70","30,00","18,53","16,95","15,85","14,59",AM(1)
DF,a,534K Protein Ice Cream (Gelato Proteico) Sabor Chocolate,"59,80","473,00","368,42","326,93","297,89","264,70",DF
DF,43,535K Protein Ice Cream (Gelato Proteico) Sabor Baunilha,"59,80","473,00","368,42","326,93","297,89","264,70",DF
DF,43,447K Shake Pistache,"25,75","246,00","184,99","164,15","149,57","132,91",DF
DF,16,249K Shake Frapê de Abacaxi,"25,75","246,00","184,99","164,15","149,57","132,91",DF
DF,16,295K Shake Cookies & Cream,"25,75","246,00","184,99","164,15","149,57","132,91",DF
DF,16,023K Shake Café Cremoso,"25,75","246,00","184,99","164,15","149,57","132,91",DF
DF,16,0940 Shake Doce De Leite,"25,75","246,00","184,99","164,15","149,57","132,91",DF
DF,16,3144 Shake Chocolate Sensation,"25,75","246,00","184,99","164,15","149,57","132,91",DF
DF,16,0951 Shake Baunilha Cremoso,"25,75","246,00","184,99","164,15","149,57","132,91",DF
DF,16,0953 Shake Morango Cremoso,"25,75","246,00","184,99","164,15","149,57","132,91",DF
DF,16,326K Shake Banana Caramelizada,"25,75","246,00","184,99","164,15","149,57","132,91",DF
DF,16,439K Shake Torta de Limão,"25,75","246,00","184,99","164,15","149,57","132,91",DF
DF,16,0930 Shake Coco,"25,75","246,00","184,99","164,15","149,57","132,91",DF
DF,16,2122 Shake Doce de Leite Embalagem Econômica,"102,00","786,00","627,81","557,12","507,63","451,08",DF
DF,42,387K Shake Chocolate Sensation Embalagem Econômica,"96,90","786,00","596,63","529,44","482,42","428,67",DF
DF,42,2129 Shake Baunilha Cremoso Embalagem Econômica,"102,00","786,00","627,81","557,12","507,63","451,08",DF
DF,42,1446 Shake Morango Cremoso Embalagem Econômica,"102,00","786,00","627,81","557,12","507,63","451,08",DF
DF,42,1445 CR7 Drive,"26,75","243,00","193,79","175,33","162,41","147,63",DF
DF,52,0948 Shake Sachê Baunilha Cremoso (caixa com 7 sachês),"9,55","87,00","66,07","59,55","54,99","49,78",DF
DF,21,0020 Xtra-Cal,"11,00","109,00","79,75","70,77","64,49","57,30",DF
DF,21,448K Sopa Instantânea (Frango com Legumes),"9,35","87,00","65,74","60,14","56,22","51,74",DF
DF,53,445K Sopa Instantânea (Creme de Cebola),"9,35","87,00","65,74","60,14","56,22","51,74",DF
DF,53,190K Liftoff sabor Amora Intenso,"20,20","196,00","147,83","133,45","123,39","111,90",DF
DF,54,371K Liftoff sabor Abacaxi,"20,20","196,00","147,83","133,45","123,39","111,90",DF
DF,54,317K Liftoff sabor Limão Siciliano,"20,20","196,00","147,83","133,45","123,39","111,90",DF
DF,54,060K Herbal Concentrate Original 51g,"21,45","222,00","165,65","147,00","133,94","119,02",DF
DF,55,057K N-R-G Original 100g,"24,45","252,00","181,27","160,86","146,57","130,24",DF
DF,33,0031 Barras de Proteína Limão Citrus (7 barras por caixa),"10,40","110,00","90,47","84,44","80,22","75,40",DF
DF,25,214K Barras de Proteína Vanilla Almond (7 Barras por Caixa),"10,40","110,00","90,47","84,44","80,22","75,40",DF
DF,25,325K Creatina Premium 150g,"18,45","181,00","140,87","126,88","117,08","105,89",DF
DF,74,318K Shape Control,"35,35","338,00","259,33","230,13","209,69","186,32",DF
DF,27,1923 Beauty Booster Frutas Vermelhas,"27,80","301,00","230,66","204,69","186,50","165,73",DF
DF,96,395K Nutri Soup Frango Com Legumes,"25,75","246,00","184,99","164,15","149,57","132,91",DF
DF,16,058K N-R-G Original 60g,"15,85","159,00","120,20","106,67","97,19","86,36",DF
DF,45,056K N-R-G Guaraná Tropical 100g,"24,45","252,00","181,27","160,86","146,57","130,24",DF
DF,33,0246 Pó de Proteína 480g,"39,25","401,00","303,93","269,70","245,74","218,36",DF
DF,56,062K Herbal Concentrate Laranja e Especiarias 102g,"37,60","364,00","274,41","243,51","221,88","197,16",DF
DF,24,306B NutreV pack 10 unidades,"80,90","790,00","538,88","508,65","487,48","463,29",DF
DF,73,1639 NutreV,"7,40","79,00","66,73","62,68","59,84","56,60",DF
DF,65,497K Fiber Concentrate Immune Limão e Mel,"20,30","206,00","145,67","129,27","117,79","104,66",DF
DF,16,040K Protein Crunch,"12,30","112,00","87,43","77,59","70,70","62,82",DF
DF,11,146K Glutamina,"9,10","80,00","61,82","56,37","52,55","48,19",DF
DF,30,0242 Pó de Proteína 240g,"19,30","221,00","164,36","145,86","132,90","118,10",DF
DF,12,004K Herbal Concentrate Original Embalagem Econômica,"138,05","1072,00","856,91","760,41","692,87","615,67",DF
DF,46,063K Herbal Concentrate Limão 51g,"21,45","222,00","165,65","147,00","133,94","119,02",DF
DF,55,0927 Fiber Powder,"24,65","243,00","185,68","164,77","150,14","133,41",DF
DF,41,191K Whey Protein sabor Baunilha,"24,55","256,00","194,59","177,99","166,37","153,08",DF
DF,24,061K Herbal Concentrate Canela 102g,"37,60","364,00","274,41","243,51","221,88","197,16",DF
DF,24,003K N-R-G Guaraná Tropical Embalagem Econômica,"84,80","668,00","533,48","473,41","431,36","383,30",DF
