Estado,SKU,Nome,PV,Preço Consumidor,25%,35%,42%,50%,Origem_Aba
GO,39,295K Shake Cookies & Cream,"25,75","246,00","193,04","171,30","156,08","138,69",GO
GO,39,023K Shake Café Cremoso,"25,75","246,00","193,04","171,30","156,08","138,69",GO
GO,39,0940 Shake Doce De Leite,"25,75","246,00","193,04","171,30","156,08","138,69",GO
GO,39,3144 Shake Chocolate Sensation,"25,75","246,00","193,04","171,30","156,08","138,69",GO
GO,39,0951 Shake Baunilha Cremoso,"25,75","246,00","193,04","171,30","156,08","138,69",GO
GO,39,0953 Shake Morango Cremoso,"25,75","246,00","193,04","171,30","156,08","138,69",GO
GO,39,326K Shake Banana Caramelizada,"25,75","246,00","193,04","171,30","156,08","138,69",GO
GO,39,439K Shake Torta de Limão,"25,75","246,00","193,04","171,30","156,08","138,69",GO
GO,39,0930 Shake Coco,"25,75","246,00","193,04","171,30","156,08","138,69",GO
GO,39,2122 Shake Doce de Leite Embalagem Econômica,"102,00","786,00","655,14","581,37","529,73","470,71",GO
GO,61,387K Shake Chocolate Sensation Embalagem Econômica,"96,90","786,00","622,60","552,49","503,42","447,33",GO
GO,62,2129 Shake Baunilha Cremoso Embalagem Econômica,"102,00","786,00","655,14","581,37","529,73","470,71",GO
GO,61,1446 Shake Morango Cremoso Embalagem Econômica,"102,00","786,00","655,14","581,37","529,73","470,71",GO
GO,61,1445 CR7 Drive,"26,75","243,00","236,99","214,41","198,61","180,54",GO
GO,75,0948 Shake Sachê Baunilha Cremoso (caixa com 7 sachês),"9,55","87,00","68,94","62,15","57,39","51,95",GO
GO,44,0020 Xtra-Cal,"11,00","109,00","84,84","75,28","68,60","60,96",GO
GO,54,448K Sopa Instantânea (Frango com Legumes),"9,35","87,00","68,60","62,76","58,67","53,99",GO
GO,77,445K Sopa Instantânea (Creme de Cebola),"9,35","87,00","68,60","62,76","58,67","53,99",GO
GO,77,190K Liftoff sabor Amora Intenso,"20,20","196,00","157,25","141,96","131,26","119,03",GO
GO,89,371K Liftoff sabor Abacaxi,"20,20","196,00","157,25","141,96","131,26","119,03",GO
GO,89,317K Liftoff sabor Limão Siciliano,"20,20","196,00","157,25","141,96","131,26","119,03",GO
GO,89,060K Herbal Concentrate Original 51g,"21,45","222,00","172,86","153,40","139,77","124,20",GO
GO,79,057K N-R-G Original 100g,"24,45","252,00","189,16","167,86","152,95","135,91",GO
GO,56,0031 Barras de Proteína Limão Citrus (7 barras por caixa),"10,40","110,00","96,23","89,82","85,33","80,20",GO
GO,71,214K Barras de Proteína Vanilla Almond (7 Barras por Caixa),"10,40","110,00","96,23","89,82","85,33","80,20",GO
GO,71,325K Creatina Premium 150g,"18,45","181,00","147,00","132,40","122,18","110,50",GO
GO,99,318K Shape Control,"35,35","338,00","270,62","240,15","218,81","194,43",GO
GO,50,1923 Beauty Booster Frutas Vermelhas,"27,80","301,00","240,70","213,60","194,62","172,94",GO
GO,22,395K Nutri Soup Frango Com Legumes,"25,75","246,00","193,04","171,30","156,08","138,69",GO
GO,39,058K N-R-G Original 60g,"15,85","159,00","125,43","111,31","101,42","90,12",GO
GO,69,056K N-R-G Guaraná Tropical 100g,"24,45","252,00","189,16","167,86","152,95","135,91",GO
GO,56,0246 Pó de Proteína 480g,"39,25","401,00","317,16","281,44","256,44","227,87",GO
GO,81,062K Herbal Concentrate Laranja e Especiarias 102g,"37,60","364,00","286,36","254,11","231,54","205,74",GO
GO,47,306B NutreV pack 10 unidades,"80,90","790,00","562,34","530,79","508,70","483,45",GO
GO,98,1639 NutreV,"7,40","79,00","69,63","65,41","62,45","59,06",GO
GO,98,497K Fiber Concentrate Immune Limão e Mel,"20,30","206,00","152,01","134,89","122,91","109,22",GO
GO,38,040K Protein Crunch,"12,30","112,00","91,24","80,97","73,78","65,56",GO
GO,33,146K Glutamina,"9,10","80,00","64,52","58,82","54,84","50,29",GO
GO,53,0242 Pó de Proteína 240g,"19,30","221,00","171,52","152,21","138,69","123,24",GO
GO,39,004K Herbal Concentrate Original Embalagem Econômica,"138,05","1072,00","894,21","793,52","723,03","642,47",GO
GO,65,063K Herbal Concentrate Limão 51g,"21,45","222,00","172,86","153,40","139,77","124,20",GO
GO,79,0927 Fiber Powder,"24,65","243,00","193,76","171,95","156,68","139,22",GO
GO,65,191K Whey Protein sabor Baunilha,"24,55","256,00","203,06","185,74","173,61","159,75",GO
GO,51,061K Herbal Concentrate Canela 102g,"37,60","364,00","286,36","254,11","231,54","205,74",GO
GO,47,003K N-R-G Guaraná Tropical Embalagem Econômica,"84,80","668,00","556,70","494,01","450,13","399,98",GO
GO,72,147K Whey Protein 3W,"24,55","256,00","203,06","185,74","173,61","159,75",GO
GO,51,223K OnActive Drink,"19,45","176,00","142,37","128,54","118,86","107,79",GO
GO,54,1417 Herbalife24 Hours Tri-Core Protein Blend Chocolate,"46,80","467,00","395,57","356,05","328,39","296,77",GO
GO,34,0931 Nutri Soup Creme Verde,"25,75","246,00","193,04","171,30","156,08","138,69",GO
GO,39,148K BCAA 5:1:1,"25,85","264,00","210,05","191,73","178,90","164,25",GO
GO,35,496K Fiber Concentrate Uva,"20,30","206,00","152,01","134,89","122,91","109,22",GO
GO,498K,Fiber Concentrate Manga,"20,30","206,00","152,01","134,89","122,91","109,22",GO
GO,38,059K Herbal Concentrate Original 102g,"37,60","364,00","286,36","254,11","231,54","205,74",GO
GO,47,0065 Herbalifeline,"27,70","281,00","219,58","194,86","177,55","157,77",GO
GO,70,3122 Multivitaminas e Minerais,"10,75","122,00","92,60","82,17","74,87","66,53",GO
GO,a,0411 Sabonete em Barra Soft Green Chá Verde,"2,05","21,00","10,84","9,91","9,26","8,52",GO
GO,15,0431 Creme Hidratante Soft Green Chá Verde,"8,20","82,00","52,72","48,22","45,07","41,47",GO
GO,06,0766 Cleanser Facial Cítrico 150ml,"13,70","182,00","106,48","96,05","88,75","80,41",GO
GO,87,0770 Gel Firmador para os Olhos 15ml,"21,70","282,00","164,60","147,98","136,35","123,05",GO
GO,67,0773 Máscara Purificante de Argila 120ml,"13,80","185,00","108,53","97,85","90,38","81,83",GO
GO,93,0768 Sérum Facial Redutor de linhas 30ml,"30,90","397,00","231,99","208,67","192,35","173,69",GO
GO,62,0408 Sabonete Líquido para as mãos Soft Green Chá Verde,"7,20","71,00","53,72","49,13","45,92","42,25",GO
GO,87,0563 Desodorante Soft Green Chá Verde,"2,70","30,00","18,49","16,92","15,82","14,56",GO
AP,a,534K Protein Ice Cream (Gelato Proteico) Sabor Chocolate,"59,80","473,00","367,58","326,19","297,21","264,10",AP
AP,42,535K Protein Ice Cream (Gelato Proteico) Sabor Baunilha,"59,80","473,00","367,58","326,19","297,21","264,10",AP
AP,42,447K Shake Pistache,"25,75","246,00","184,56","163,78","149,23","132,60",AP
AP,15,249K Shake Frapê de Abacaxi,"25,75","246,00","184,56","163,78","149,23","132,60",AP
AP,15,295K Shake Cookies & Cream,"25,75","246,00","184,56","163,78","149,23","132,60",AP
AP,15,023K Shake Café Cremoso,"25,75","246,00","184,56","163,78","149,23","132,60",AP
AP,15,0940 Shake Doce De Leite,"25,75","246,00","184,56","163,78","149,23","132,60",AP
AP,15,3144 Shake Chocolate Sensation,"25,75","246,00","184,56","163,78","149,23","132,60",AP
AP,15,0951 Shake Baunilha Cremoso,"25,75","246,00","184,56","163,78","149,23","132,60",AP
AP,15,0953 Shake Morango Cremoso,"25,75","246,00","184,56","163,78","149,23","132,60",AP
AP,15,326K Shake Banana Caramelizada,"25,75","246,00","184,56","163,78","149,23","132,60",AP
AP,15,439K Shake Torta de Limão,"25,75","246,00","184,56","163,78","149,23","132,60",AP
AP,15,0930 Shake Coco,"25,75","246,00","184,56","163,78","149,23","132,60",AP
AP,15,2122 Shake Doce de Leite Embalagem Econômica,"102,00","786,00","626,38","555,85","506,47","450,05",AP
AP,41,387K Shake Chocolate Sensation Embalagem Econômica,"96,90","786,00","595,27","528,24","481,32","427,69",AP
AP,41,2129 Shake Baunilha Cremoso Embalagem Econômica,"102,00","786,00","626,38","555,85","506,47","450,05",AP
AP,41,1446 Shake Morango Cremoso Embalagem Econômica,"102,00","786,00","626,38","555,85","506,47","450,05",AP
AP,41,1445 CR7 Drive,"26,75","243,00","193,38","174,96","162,06","147,32",AP
AP,51,0948 Shake Sachê Baunilha Cremoso (caixa com 7 sachês),"9,55","87,00","65,92","59,42","54,87","49,67",AP
AP,20,0020 Xtra-Cal,"11,00","109,00","79,58","70,62","64,35","57,18",AP
AP,20,448K Sopa Instantânea (Frango com Legumes),"9,35","87,00","65,59","60,00","56,09","51,62",AP
AP,52,445K Sopa Instantânea (Creme de Cebola),"9,35","87,00","65,59","60,00","56,09","51,62",AP
AP,52,190K Liftoff sabor Amora Intenso,"20,20","196,00","147,51","133,17","123,13","111,66",AP
AP,53,371K Liftoff sabor Abacaxi,"20,20","196,00","147,51","133,17","123,13","111,66",AP
AP,53,317K Liftoff sabor Limão Siciliano,"20,20","196,00","147,51","133,17","123,13","111,66",AP
AP,53,060K Herbal Concentrate Original 51g,"21,45","222,00","165,27","146,66","133,63","118,75",AP
AP,54,057K N-R-G Original 100g,"24,45","252,00","180,85","160,49","146,23","129,94",AP
AP,31,0031 Barras de Proteína Limão Citrus (7 barras por caixa),"10,40","110,00","90,28","84,26","80,05","75,24",AP
AP,23,214K Barras de Proteína Vanilla Almond (7 Barras por Caixa),"10,40","110,00","90,28","84,26","80,05","75,24",AP
AP,23,325K Creatina Premium 150g,"18,45","181,00","140,54","126,59","116,82","105,65",AP
AP,73,318K Shape Control,"35,35","338,00","258,74","229,60","209,21","185,90",AP
AP,26,1923 Beauty Booster Frutas Vermelhas,"27,80","301,00","230,13","204,22","186,08","165,35",AP
AP,95,395K Nutri Soup Frango Com Legumes,"25,75","246,00","184,56","163,78","149,23","132,60",AP
AP,15,058K N-R-G Original 60g,"15,85","159,00","119,93","106,42","96,97","86,17",AP
AP,44,056K N-R-G Guaraná Tropical 100g,"24,45","252,00","180,85","160,49","146,23","129,94",AP
AP,31,0246 Pó de Proteína 480g,"39,25","401,00","303,24","269,09","245,18","217,87",AP
AP,55,062K Herbal Concentrate Laranja e Especiarias 102g,"37,60","364,00","273,79","242,96","221,37","196,71",AP
AP,23,306B NutreV pack 10 unidades,"80,90","790,00","537,66","507,49","486,37","462,23",AP
AP,71,1639 NutreV,"7,40","79,00","66,58","62,53","59,70","56,47",AP
AP,63,497K Fiber Concentrate Immune Limão e Mel,"20,30","206,00","145,34","128,97","117,52","104,43",AP
AP,14,040K Protein Crunch,"12,30","112,00","87,23","77,41","70,54","62,68",AP
AP,10,146K Glutamina,"9,10","80,00","61,68","56,24","52,43","48,08",AP
AP,28,0242 Pó de Proteína 240g,"19,30","221,00","163,99","145,52","132,60","117,83",AP
AP,11,004K Herbal Concentrate Original Embalagem Econômica,"138,05","1072,00","854,95","758,68","691,29","614,27",AP
AP,45,063K Herbal Concentrate Limão 51g,"21,45","222,00","165,27","146,66","133,63","118,75",AP
AP,54,0927 Fiber Powder,"24,65","243,00","185,26","164,40","149,80","133,11",AP
AP,40,191K Whey Protein sabor Baunilha,"24,55","256,00","194,15","177,58","165,99","152,74",AP
AP,22,061K Herbal Concentrate Canela 102g,"37,60","364,00","273,79","242,96","221,37","196,71",AP
AP,23,003K N-R-G Guaraná Tropical Embalagem Econômica,"84,80","668,00","532,26","472,33","430,37","382,42",AP
AP,51,147K Whey Protein 3W,"24,55","256,00","194,15","177,58","165,99","152,74",AP
AP,22,223K OnActive Drink,"19,45","176,00","136,12","122,90","113,64","103,06",AP
AP,30,1417 Herbalife24 Hours Tri-Core Protein Blend Chocolate,"46,80","467,00","371,09","334,02","308,07","278,41",AP
AP,95,0931 Nutri Soup Creme Verde,"25,75","246,00","184,56","163,78","149,23","132,60",AP
AP,15,148K BCAA 5:1:1,"25,85","264,00","200,83","183,31","171,05","157,04",AP
AP,07,496K Fiber Concentrate Uva,"20,30","206,00","145,34","128,97","117,52","104,43",AP
AP,498K,Fiber Concentrate Manga,"20,30","206,00","145,34","128,97","117,52","104,43",AP
AP,14,059K Herbal Concentrate Original 102g,"37,60","364,00","273,79","242,96","221,37","196,71",AP
AP,23,0065 Herbalifeline,"27,70","281,00","205,98","182,79","166,55","148,00",AP
AP,34,3122 Multivitaminas e Minerais,"10,75","122,00","86,86","77,08","70,23","62,41",AP
AP,a,0411 Sabonete em Barra Soft Green Chá Verde,"2,05","21,00","10,69","9,77","9,13","8,40",AP
AP,10,0431 Creme Hidratante Soft Green Chá Verde,"8,20","82,00","55,40","50,67","47,36","43,57",AP
AP,31,0766 Cleanser Facial Cítrico 150ml,"13,70","182,00","106,90","96,43","89,10","80,73",AP
AP,89,0770 Gel Firmador para os Olhos 15ml,"21,70","282,00","165,26","148,57","136,89","123,54",AP
AP,69,0773 Máscara Purificante de Argila 120ml,"13,80","185,00","108,97","98,24","90,74","82,16",AP
AP,95,0768 Sérum Facial Redutor de linhas 30ml,"30,90","397,00","232,91","209,50","193,11","174,38",AP
AP,64,0408 Sabonete Líquido para as mãos Soft Green Chá Verde,"7,20","71,00","50,87","46,52","43,48","40,00",AP
AP,56,0563 Desodorante Soft Green Chá Verde,"2,70","30,00","19,43","17,78","16,62","15,30",AP
MG,a,534K Protein Ice Cream (Gelato Proteico) Sabor Chocolate,"59,80","473,00","371,80","329,93","300,62","267,12",MG
MG,47,535K Protein Ice Cream (Gelato Proteico) Sabor Baunilha,"59,80","473,00","371,80","329,93","300,62","267,12",MG
MG,47,447K Shake Pistache,"25,75","246,00","186,68","165,66","150,94","134,12",MG
MG,21,249K Shake Frapê de Abacaxi,"25,75","246,00","186,68","165,66","150,94","134,12",MG
MG,21,295K Shake Cookies & Cream,"25,75","246,00","186,68","165,66","150,94","134,12",MG
MG,21,023K Shake Café Cremoso,"25,75","246,00","186,68","165,66","150,94","134,12",MG
MG,21,0940 Shake Doce De Leite,"25,75","246,00","186,68","165,66","150,94","134,12",MG
MG,21,3144 Shake Chocolate Sensation,"25,75","246,00","186,68","165,66","150,94","134,12",MG
MG,21,0951 Shake Baunilha Cremoso,"25,75","246,00","186,68","165,66","150,94","134,12",MG
MG,21,0953 Shake Morango Cremoso,"25,75","246,00","186,68","165,66","150,94","134,12",MG
MG,21,326K Shake Banana Caramelizada,"25,75","246,00","186,68","165,66","150,94","134,12",MG
MG,21,439K Shake Torta de Limão,"25,75","246,00","186,68","165,66","150,94","134,12",MG
MG,21,0930 Shake Coco,"25,75","246,00","186,68","165,66","150,94","134,12",MG
MG,21,2122 Shake Doce de Leite Embalagem Econômica,"102,00","786,00","633,56","562,22","512,28","455,21",MG
MG,46,387K Shake Chocolate Sensation Embalagem Econômica,"96,90","786,00","602,09","534,29","486,83","432,60",MG
MG,46,2129 Shake Baunilha Cremoso Embalagem Econômica,"102,00","786,00","633,56","562,22","512,28","455,21",MG
MG,46,1446 Shake Morango Cremoso Embalagem Econômica,"102,00","786,00","633,56","562,22","512,28","455,21",MG
MG,46,1445 CR7 Drive,"26,75","243,00","201,35","182,16","168,74","153,39",MG
MG,73,0948 Shake Sachê Baunilha Cremoso (caixa com 7 sachês),"9,55","87,00","66,67","60,10","55,50","50,24",MG
MG,26,0020 Xtra-Cal,"11,00","109,00","82,04","72,80","66,34","58,95",MG
MG,36,448K Sopa Instantânea (Frango com Legumes),"9,35","87,00","66,34","60,69","56,73","52,21",MG
MG,58,445K Sopa Instantânea (Creme de Cebola),"9,35","87,00","66,34","60,69","56,73","52,21",MG
MG,58,190K Liftoff sabor Amora Intenso,"20,20","196,00","152,07","137,29","126,94","115,11",MG
MG,70,371K Liftoff sabor Abacaxi,"20,20","196,00","152,07","137,29","126,94","115,11",MG
MG,70,317K Liftoff sabor Limão Siciliano,"20,20","196,00","152,07","137,29","126,94","115,11",MG
MG,70,060K Herbal Concentrate Original 51g,"21,45","222,00","167,17","148,34","135,17","120,11",MG
MG,60,057K N-R-G Original 100g,"24,45","252,00","182,93","162,33","147,91","131,43",MG
MG,38,0031 Barras de Proteína Limão Citrus (7 barras por caixa),"10,40","110,00","93,46","87,24","82,88","77,90",MG
MG,49,214K Barras de Proteína Vanilla Almond (7 Barras por Caixa),"10,40","110,00","93,46","87,24","82,88","77,90",MG
MG,49,325K Creatina Premium 150g,"18,45","181,00","142,16","128,04","118,16","106,86",MG
MG,79,318K Shape Control,"35,35","338,00","261,70","232,23","211,61","188,03",MG
MG,32,1923 Beauty Booster Frutas Vermelhas,"27,80","301,00","232,77","206,56","188,21","167,24",MG
MG,02,395K Nutri Soup Frango Com Legumes,"25,75","246,00","186,68","165,66","150,94","134,12",MG
MG,21,058K N-R-G Original 60g,"15,85","159,00","121,30","107,64","98,08","87,15",MG
MG,50,056K N-R-G Guaraná Tropical 100g,"24,45","252,00","182,93","162,33","147,91","131,43",MG
MG,38,0246 Pó de Proteína 480g,"39,25","401,00","306,71","272,17","248,00","220,36",MG
MG,61,062K Herbal Concentrate Laranja e Especiarias 102g,"37,60","364,00","276,92","245,74","223,91","198,96",MG
MG,29,306B NutreV pack 10 unidades,"80,90","790,00","543,82","513,30","491,94","467,53",MG
MG,78,1639 NutreV,"7,40","79,00","67,34","63,25","60,39","57,12",MG
MG,72,497K Fiber Concentrate Immune Limão e Mel,"20,30","206,00","147,00","130,45","118,86","105,62",MG
MG,20,040K Protein Crunch,"12,30","112,00","88,23","78,30","71,35","63,40",MG
MG,15,146K Glutamina,"9,10","80,00","62,39","56,89","53,03","48,63",MG
MG,34,0242 Pó de Proteína 240g,"19,30","221,00","165,87","147,19","134,12","119,18",MG
MG,18,004K Herbal Concentrate Original Embalagem Econômica,"138,05","1072,00","864,76","767,38","699,21","621,31",MG
MG,50,063K Herbal Concentrate Limão 51g,"21,45","222,00","167,17","148,34","135,17","120,11",MG
MG,60,0927 Fiber Powder,"24,65","243,00","187,38","166,28","151,51","134,64",MG
MG,46,191K Whey Protein sabor Baunilha,"24,55","256,00","196,37","179,62","167,89","154,49",MG
MG,29,061K Herbal Concentrate Canela 102g,"37,60","364,00","276,92","245,74","223,91","198,96",MG
MG,29,003K N-R-G Guaraná Tropical Embalagem Econômica,"84,80","668,00","538,36","477,74","435,31","386,81",MG
MG,56,147K Whey Protein 3W,"24,55","256,00","196,37","179,62","167,89","154,49",MG
MG,29,223K OnActive Drink,"19,45","176,00","137,68","124,31","114,94","104,24",MG
MG,36,1417 Herbalife24 Hours Tri-Core Protein Blend Chocolate,"46,80","467,00","396,94","357,29","329,53","297,80",MG
MG,36,0931 Nutri Soup Creme Verde,"25,75","246,00","186,68","165,66","150,94","134,12",MG
MG,21,148K BCAA 5:1:1,"25,85","264,00","203,13","185,41","173,01","158,84",MG
MG,14,496K Fiber Concentrate Uva,"20,30","206,00","147,00","130,45","118,86","105,62",MG
MG,498K,Fiber Concentrate Manga,"20,30","206,00","147,00","130,45","118,86","105,62",MG
MG,20,059K Herbal Concentrate Original 102g,"37,60","364,00","276,92","245,74","223,91","198,96",MG
MG,29,0065 Herbalifeline,"27,70","281,00","212,35","188,44","171,70","152,57",MG
MG,51,3122 Multivitaminas e Minerais,"10,75","122,00","89,55","79,46","72,40","64,34",MG
MG,a,0411 Sabonete em Barra Soft Green Chá Verde,"2,05","21,00","11,76","10,75","10,05","9,24",MG
MG,51,0431 Creme Hidratante Soft Green Chá Verde,"8,20","82,00","58,31","53,34","49,85","45,87",MG
MG,59,0766 Cleanser Facial Cítrico 150ml,"13,70","182,00","120,91","109,07","100,78","91,31",MG
MG,66,0770 Gel Firmador para os Olhos 15ml,"21,70","282,00","186,92","168,04","154,83","139,73",MG
MG,44,0773 Máscara Purificante de Argila 120ml,"13,80","185,00","123,25","111,12","102,63","92,93",MG
MG,73,0768 Sérum Facial Redutor de linhas 30ml,"30,90","397,00","263,44","236,96","218,42","197,23",MG
MG,38,0408 Sabonete Líquido para as mãos Soft Green Chá Verde,"7,20","71,00","51,95","47,51","44,41","40,85",MG
MG,67,0563 Desodorante Soft Green Chá Verde,"2,70","30,00","20,45","18,71","17,50","16,10",MG
BA,a,534K Protein Ice Cream (Gelato Proteico) Sabor Chocolate,"59,80","473,00","357,73","317,45","289,25","257,02",BA
BA,30,535K Protein Ice Cream (Gelato Proteico) Sabor Baunilha,"59,80","473,00","357,73","317,45","289,25","257,02",BA
BA,30,447K Shake Pistache,"25,75","246,00","179,62","159,39","145,23","129,05",BA
BA,01,249K Shake Frapê de Abacaxi,"25,75","246,00","179,62","159,39","145,23","129,05",BA
BA,01,295K Shake Cookies & Cream,"25,75","246,00","179,62","159,39","145,23","129,05",BA
BA,01,023K Shake Café Cremoso,"25,75","246,00","179,62","159,39","145,23","129,05",BA
BA,01,0940 Shake Doce De Leite,"25,75","246,00","179,62","159,39","145,23","129,05",BA
BA,01,3144 Shake Chocolate Sensation,"25,75","246,00","179,62","159,39","145,23","129,05",BA
BA,01,0951 Shake Baunilha Cremoso,"25,75","246,00","179,62","159,39","145,23","129,05",BA
BA,01,0953 Shake Morango Cremoso,"25,75","246,00","179,62","159,39","145,23","129,05",BA
BA,01,326K Shake Banana Caramelizada,"25,75","246,00","179,62","159,39","145,23","129,05",BA
BA,01,439K Shake Torta de Limão,"25,75","246,00","179,62","159,39","145,23","129,05",BA
BA,01,0930 Shake Coco,"25,75","246,00","179,62","159,39","145,23","129,05",BA
BA,01,2122 Shake Doce de Leite Embalagem Econômica,"102,00","786,00","609,60","540,95","492,90","437,99",BA
BA,29,387K Shake Chocolate Sensation Embalagem Econômica,"96,90","786,00","579,31","514,08","468,42","416,23",BA
BA,30,2129 Shake Baunilha Cremoso Embalagem Econômica,"102,00","786,00","609,60","540,95","492,90","437,99",BA
BA,29,1446 Shake Morango Cremoso Embalagem Econômica,"102,00","786,00","609,60","540,95","492,90","437,99",BA
BA,29,1445 CR7 Drive,"26,75","243,00","191,35","173,12","160,36","145,77",BA
BA,45,0948 Shake Sachê Baunilha Cremoso (caixa com 7 sachês),"9,55","87,00","64,15","57,83","53,40","48,34",BA
BA,06,0020 Xtra-Cal,"11,00","109,00","78,94","70,05","63,83","56,72",BA
BA,16,448K Sopa Instantânea (Frango com Legumes),"9,35","87,00","63,83","58,39","54,59","50,24",BA
BA,37,445K Sopa Instantânea (Creme de Cebola),"9,35","87,00","63,83","58,39","54,59","50,24",BA
BA,37,190K Liftoff sabor Amora Intenso,"20,20","196,00","146,32","132,09","122,13","110,75",BA
BA,48,371K Liftoff sabor Abacaxi,"20,20","196,00","146,32","132,09","122,13","110,75",BA
BA,48,317K Liftoff sabor Limão Siciliano,"20,20","196,00","146,32","132,09","122,13","110,75",BA
BA,48,060K Herbal Concentrate Original 51g,"21,45","222,00","160,84","142,73","130,05","115,56",BA
BA,39,057K N-R-G Original 100g,"24,45","252,00","176,01","156,19","142,31","126,46",BA
BA,17,0031 Barras de Proteína Limão Citrus (7 barras por caixa),"10,40","110,00","89,46","83,50","79,32","74,55",BA
BA,17,214K Barras de Proteína Vanilla Almond (7 Barras por Caixa),"10,40","110,00","89,46","83,50","79,32","74,55",BA
BA,17,325K Creatina Premium 150g,"18,45","181,00","136,78","123,19","113,69","102,82",BA
BA,57,318K Shape Control,"35,35","338,00","251,80","223,45","203,60","180,92",BA
BA,12,1923 Beauty Booster Frutas Vermelhas,"27,80","301,00","223,97","198,75","181,09","160,92",BA
BA,79,395K Nutri Soup Frango Com Legumes,"25,75","246,00","179,62","159,39","145,23","129,05",BA
BA,01,058K N-R-G Original 60g,"15,85","159,00","116,71","103,57","94,37","83,86",BA
BA,29,056K N-R-G Guaraná Tropical 100g,"24,45","252,00","176,01","156,19","142,31","126,46",BA
BA,17,0246 Pó de Proteína 480g,"39,25","401,00","295,11","261,88","238,61","212,03",BA
BA,40,062K Herbal Concentrate Laranja e Especiarias 102g,"37,60","364,00","266,45","236,44","215,44","191,44",BA
BA,09,306B NutreV pack 10 unidades,"80,90","790,00","523,25","493,88","473,33","449,84",BA
BA,56,1639 NutreV,"7,40","79,00","64,79","60,86","58,10","54,96",BA
BA,43,497K Fiber Concentrate Immune Limão e Mel,"20,30","206,00","141,44","125,52","114,37","101,63",BA
BA,01,040K Protein Crunch,"12,30","112,00","84,90","75,34","68,65","61,00",BA
BA,96,146K Glutamina,"9,10","80,00","60,03","54,73","51,03","46,79",BA
BA,14,0242 Pó de Proteína 240g,"19,30","221,00","159,59","141,62","129,05","114,67",BA
BA,94,004K Herbal Concentrate Original Embalagem Econômica,"138,05","1072,00","832,04","738,35","672,76","597,81",BA
BA,33,063K Herbal Concentrate Limão 51g,"21,45","222,00","160,84","142,73","130,05","115,56",BA
BA,39,0927 Fiber Powder,"24,65","243,00","180,29","159,99","145,78","129,54",BA
BA,26,191K Whey Protein sabor Baunilha,"24,55","256,00","188,94","172,82","161,54","148,64",BA
BA,05,061K Herbal Concentrate Canela 102g,"37,60","364,00","266,45","236,44","215,44","191,44",BA
BA,09,003K N-R-G Guaraná Tropical Embalagem Econômica,"84,80","668,00","518,00","459,67","418,84","372,17",BA
BA,39,147K Whey Protein 3W,"24,55","256,00","188,94","172,82","161,54","148,64",BA
BA,05,223K OnActive Drink,"19,45","176,00","132,47","119,60","110,59","100,30",BA
BA,16,1417 Herbalife24 Hours Tri-Core Protein Blend Chocolate,"46,80","467,00","367,71","330,97","305,26","275,87",BA
BA,89,0931 Nutri Soup Creme Verde,"25,75","246,00","179,62","159,39","145,23","129,05",BA
BA,01,148K BCAA 5:1:1,"25,85","264,00","195,44","178,40","166,47","152,83",BA
BA,91,496K Fiber Concentrate Uva,"20,30","206,00","141,44","125,52","114,37","101,63",BA
BA,498K,Fiber Concentrate Manga,"20,30","206,00","141,44","125,52","114,37","101,63",BA
BA,01,059K Herbal Concentrate Original 102g,"37,60","364,00","266,45","236,44","215,44","191,44",BA
BA,09,0065 Herbalifeline,"27,70","281,00","204,31","181,31","165,20","146,80",BA
BA,30,3122 Multivitaminas e Minerais,"10,75","122,00","86,16","76,46","69,66","61,90",BA
BA,a,0411 Sabonete em Barra Soft Green Chá Verde,"2,05","21,00","11,32","10,35","9,67","8,89",BA
BA,34,0431 Creme Hidratante Soft Green Chá Verde,"8,20","82,00","48,33","44,20","41,31","38,01",BA
BA,64,0766 Cleanser Facial Cítrico 150ml,"13,70","182,00","99,75","89,98","83,14","75,33",BA
BA,50,0770 Gel Firmador para os Olhos 15ml,"21,70","282,00","154,20","138,63","127,73","115,27",BA
BA,31,0773 Máscara Purificante de Argila 120ml,"13,80","185,00","101,68","91,67","84,67","76,66",BA
BA,56,0768 Sérum Facial Redutor de linhas 30ml,"30,90","397,00","217,33","195,48","180,19","162,71",BA
BA,27,0408 Sabonete Líquido para as mãos Soft Green Chá Verde,"7,20","71,00","49,99","45,72","42,73","39,31",BA
BA,46,0563 Desodorante Soft Green Chá Verde,"2,70","30,00","16,95","15,51","14,50","13,35",BA
MA,a,534K Protein Ice Cream (Gelato Proteico) Sabor Chocolate,"59,80","473,00","369,35","337,32","314,90","289,28",MA
MA,84,535K Protein Ice Cream (Gelato Proteico) Sabor Baunilha,"59,80","473,00","369,35","337,32","314,90","289,28",MA
MA,84,447K Shake Pistache,"25,75","246,00","185,45","169,37","158,11","145,25",MA
MA,64,249K Shake Frapê de Abacaxi,"25,75","246,00","185,45","169,37","158,11","145,25",MA
MA,64,295K Shake Cookies & Cream,"25,75","246,00","185,45","169,37","158,11","145,25",MA
MA,64,023K Shake Café Cremoso,"25,75","246,00","185,45","169,37","158,11","145,25",MA
MA,64,0940 Shake Doce De Leite,"25,75","246,00","185,45","169,37","158,11","145,25",MA
MA,64,3144 Shake Chocolate Sensation,"25,75","246,00","185,45","169,37","158,11","145,25",MA
MA,64,0951 Shake Baunilha Cremoso,"25,75","246,00","185,45","169,37","158,11","145,25",MA
